

Microchip MPLAB XC8 Assembler V2.32 build 20210201212658 
                                                                                               Wed Jun 23 14:38:42 2021

Microchip MPLAB XC8 C Compiler v2.32 (Free license) build 20210201212658 Og1 
     1                           	processor	16F877A
     2                           	pagewidth 120
     3                           	opt	flic
     4                           	psect	cinit,global,class=CODE,merge=1,delta=2
     5                           	psect	cstackCOMMON,global,class=COMMON,space=1,delta=1,noexec
     6                           	psect	cstackBANK0,global,class=BANK0,space=1,delta=1,noexec
     7                           	psect	maintext,global,class=CODE,split=1,delta=2
     8                           	psect	text1,local,class=CODE,merge=1,delta=2,group=1
     9                           	psect	text2,local,class=CODE,merge=1,delta=2,group=1
    10                           	psect	text3,local,class=CODE,merge=1,delta=2,group=1
    11                           	psect	text4,local,class=CODE,merge=1,delta=2,group=1
    12                           	psect	text5,local,class=CODE,merge=1,delta=2
    13                           	psect	text6,local,class=CODE,merge=1,delta=2,group=1
    14                           	psect	text7,local,class=CODE,merge=1,delta=2
    15                           	psect	config,global,abs,ovrld,class=CONFIG,space=4,delta=2,noexec
    16                           	dabs	1,0x7E,2
    17  0000                     
    18                           ; Version 2.20
  2020  02F0  083D               	movf	??___fldiv,w
  2021  02F1  06C6               	xorwf	___fldiv@sign,f
  2022  02F2                     l1160:
  2023  02F2  0838               	movf	___fldiv@a+3,w
  2024  02F3  00BD               	movwf	??___fldiv
  2025  02F4  073D               	addwf	??___fldiv,w
  2026  02F5  00BE               	movwf	??___fldiv+1
  2027  02F6  083E               	movf	??___fldiv+1,w
  2028  02F7  00CE               	movwf	___fldiv@aexp
  2029  02F8                     l1162:
  2030  02F8  1FB7               	btfss	___fldiv@a+2,7
  2031  02F9  2AFB               	goto	u1251
  2032  02FA  2AFC               	goto	u1250
  2033  02FB                     u1251:
  2034  02FB  2AFD               	goto	l1166
  2035  02FC                     u1250:
  2036  02FC                     l1164:
  2037  02FC  144E               	bsf	___fldiv@aexp,0
  2038  02FD                     l1166:
  2039  02FD  084E               	movf	___fldiv@aexp,w
  2040  02FE  1903               	btfsc	3,2
  2041  02FF  2B01               	goto	u1261
  2042  0300  2B02               	goto	u1260
  2043  0301                     u1261:
  2044  0301  2B12               	goto	l1176
  2045  0302                     u1260:
  2046  0302                     l1168:
  2047  0302  0A4E               	incf	___fldiv@aexp,w
  2048  0303  1D03               	btfss	3,2
  2049  0304  2B06               	goto	u1271
  2050  0305  2B07               	goto	u1270
  2051  0306                     u1271:
  2052  0306  2B0F               	goto	l1172
  2053  0307                     u1270:
  2054  0307                     l1170:
  2055  0307  3000               	movlw	0
  2056  0308  00B8               	movwf	___fldiv@a+3
  2057  0309  3000               	movlw	0
  2058  030A  00B7               	movwf	___fldiv@a+2
  2059  030B  3000               	movlw	0
  2060  030C  00B6               	movwf	___fldiv@a+1
  2061  030D  3000               	movlw	0
  2062  030E  00B5               	movwf	___fldiv@a
  2063  030F                     l1172:
  2064  030F  17B7               	bsf	___fldiv@a+2,7
  2065  0310                     l1174:
  2066  0310  01B8               	clrf	___fldiv@a+3
  2067  0311  2B1A               	goto	l473
  2068  0312                     l1176:
  2069  0312  3000               	movlw	0
  2070  0313  00B8               	movwf	___fldiv@a+3
  2071  0314  3000               	movlw	0
  2072  0315  00B7               	movwf	___fldiv@a+2
  2073  0316  3000               	movlw	0
  2074  0317  00B6               	movwf	___fldiv@a+1
  2075  0318  3000               	movlw	0
  2076  0319  00B5               	movwf	___fldiv@a
  2077  031A                     l473:
  2078  031A  0838               	movf	___fldiv@a+3,w
  2079  031B  0437               	iorwf	___fldiv@a+2,w
  2080  031C  0436               	iorwf	___fldiv@a+1,w
  2081  031D  0435               	iorwf	___fldiv@a,w
  2082  031E  1D03               	skipz
  2083  031F  2B21               	goto	u1281
  2084  0320  2B22               	goto	u1280
  2085  0321                     u1281:
  2086  0321  2B3B               	goto	l1186
  2087  0322                     u1280:
  2088  0322                     l1178:
  2089  0322  3000               	movlw	0
  2090  0323  00BC               	movwf	___fldiv@b+3
  2091  0324  3000               	movlw	0
  2092  0325  00BB               	movwf	___fldiv@b+2
  2093  0326  3000               	movlw	0
  2094  0327  00BA               	movwf	___fldiv@b+1
  2095  0328  3000               	movlw	0
  2096  0329  00B9               	movwf	___fldiv@b
  2097  032A  3080               	movlw	128
  2098  032B  04BB               	iorwf	___fldiv@b+2,f
  2099  032C  307F               	movlw	127
  2100  032D  04BC               	iorwf	___fldiv@b+3,f
  2101  032E                     l1180:
  2102  032E  0846               	movf	___fldiv@sign,w
  2103  032F  00BD               	movwf	??___fldiv
  2104  0330  083D               	movf	??___fldiv,w
  2105  0331  04BC               	iorwf	___fldiv@b+3,f
  2106  0332                     l1182:
  2107  0332  083C               	movf	___fldiv@b+3,w
  2108  0333  00B8               	movwf	?___fldiv+3
  2109  0334  083B               	movf	___fldiv@b+2,w
  2110  0335  00B7               	movwf	?___fldiv+2
  2111  0336  083A               	movf	___fldiv@b+1,w
  2112  0337  00B6               	movwf	?___fldiv+1
  2113  0338  0839               	movf	___fldiv@b,w
  2114  0339  00B5               	movwf	?___fldiv
  2115  033A  2C9A               	goto	l475
  2116  033B                     l1186:
  2117  033B  084D               	movf	___fldiv@bexp,w
  2118  033C  1D03               	btfss	3,2
  2119  033D  2B3F               	goto	u1291
  2120  033E  2B40               	goto	u1290
  2121  033F                     u1291:
  2122  033F  2B49               	goto	l1192
  2123  0340                     u1290:
  2124  0340                     l1188:
  2125  0340  3000               	movlw	0
  2126  0341  00B8               	movwf	?___fldiv+3
  2127  0342  3000               	movlw	0
  2128  0343  00B7               	movwf	?___fldiv+2
  2129  0344  3000               	movlw	0
  2130  0345  00B6               	movwf	?___fldiv+1
  2131  0346  3000               	movlw	0
  2132  0347  00B5               	movwf	?___fldiv
  2133  0348  2C9A               	goto	l475
  2134  0349                     l1192:
  2135  0349  084D               	movf	___fldiv@bexp,w
  2136  034A  00BD               	movwf	??___fldiv
  2137  034B  01BE               	clrf	??___fldiv+1
  2138  034C  083E               	movf	??___fldiv+1,w
  2139  034D  00C0               	movwf	??___fldiv+3
  2140  034E  084E               	movf	___fldiv@aexp,w
  2141  034F  023D               	subwf	??___fldiv,w
  2142  0350  00BF               	movwf	??___fldiv+2
  2143  0351  1C03               	skipc
  2144  0352  03C0               	decf	??___fldiv+3,f
  2145  0353  083F               	movf	??___fldiv+2,w
  2146  0354  3E7F               	addlw	127
  2147  0355  00C7               	movwf	___fldiv@new_exp
  2148  0356  0840               	movf	??___fldiv+3,w
  2149  0357  1803               	skipnc
  2150  0358  3E01               	addlw	1
  2151  0359  3E00               	addlw	0
  2152  035A  00C8               	movwf	___fldiv@new_exp+1
  2153  035B                     l1194:
  2154  035B  083C               	movf	___fldiv@b+3,w
  2155  035C  00C5               	movwf	___fldiv@rem+3
  2156  035D  083B               	movf	___fldiv@b+2,w
  2157  035E  00C4               	movwf	___fldiv@rem+2
  2158  035F  083A               	movf	___fldiv@b+1,w
  2159  0360  00C3               	movwf	___fldiv@rem+1
  2160  0361  0839               	movf	___fldiv@b,w
  2161  0362  00C2               	movwf	___fldiv@rem
  2162  0363                     l1196:
  2163  0363  3000               	movlw	0
  2164  0364  00BC               	movwf	___fldiv@b+3
  2165  0365  3000               	movlw	0
  2166  0366  00BB               	movwf	___fldiv@b+2
  2167  0367  3000               	movlw	0
  2168  0368  00BA               	movwf	___fldiv@b+1
  2169  0369  3000               	movlw	0
  2170  036A  00B9               	movwf	___fldiv@b
  2171  036B                     l1198:
  2172  036B  3000               	movlw	0
  2173  036C  00CC               	movwf	___fldiv@grs+3
  2174  036D  3000               	movlw	0
  2175  036E  00CB               	movwf	___fldiv@grs+2
  2176  036F  3000               	movlw	0
  2177  0370  00CA               	movwf	___fldiv@grs+1
  2178  0371  3000               	movlw	0
  2179  0372  00C9               	movwf	___fldiv@grs
  2180  0373                     l1200:
  2181  0373  01CE               	clrf	___fldiv@aexp
  2182  0374  2BBF               	goto	l1220
  2183  0375                     l1202:
  2184  0375  084E               	movf	___fldiv@aexp,w
  2185  0376  1903               	btfsc	3,2
  2186  0377  2B79               	goto	u1301
  2187  0378  2B7A               	goto	u1300
  2188  0379                     u1301:
  2189  0379  2B9A               	goto	l1212
  2190  037A                     u1300:
  2191  037A                     l1204:
  2192  037A  3001               	movlw	1
  2193  037B  00BD               	movwf	??___fldiv
  2194  037C                     u1315:
  2195  037C  1003               	clrc
  2196  037D  0DC2               	rlf	___fldiv@rem,f
  2197  037E  0DC3               	rlf	___fldiv@rem+1,f
  2198  037F  0DC4               	rlf	___fldiv@rem+2,f
  2199  0380  0DC5               	rlf	___fldiv@rem+3,f
  2200  0381  0BBD               	decfsz	??___fldiv,f
  2201  0382  2B7C               	goto	u1315
  2202  0383  3001               	movlw	1
  2203  0384  00BD               	movwf	??___fldiv
  2204  0385                     u1325:
  2205  0385  1003               	clrc
  2206  0386  0DB9               	rlf	___fldiv@b,f
  2207  0387  0DBA               	rlf	___fldiv@b+1,f
  2208  0388  0DBB               	rlf	___fldiv@b+2,f
  2209  0389  0DBC               	rlf	___fldiv@b+3,f
  2210  038A  0BBD               	decfsz	??___fldiv,f
  2211  038B  2B85               	goto	u1325
  2212  038C                     l1206:
  2213  038C  1FCC               	btfss	___fldiv@grs+3,7
  2214  038D  2B8F               	goto	u1331
  2215  038E  2B90               	goto	u1330
  2216  038F                     u1331:
  2217  038F  2B91               	goto	l1210
  2218  0390                     u1330:
  2219  0390                     l1208:
  2220  0390  1439               	bsf	___fldiv@b,0
  2221  0391                     l1210:
  2222  0391  3001               	movlw	1
  2223  0392  00BD               	movwf	??___fldiv
  2224  0393                     u1345:
  2225  0393  1003               	clrc
  2226  0394  0DC9               	rlf	___fldiv@grs,f
  2227  0395  0DCA               	rlf	___fldiv@grs+1,f
  2228  0396  0DCB               	rlf	___fldiv@grs+2,f
  2229  0397  0DCC               	rlf	___fldiv@grs+3,f
  2230  0398  0BBD               	decfsz	??___fldiv,f
  2231  0399  2B93               	goto	u1345
  2232  039A                     l1212:
  2233  039A  0838               	movf	___fldiv@a+3,w
  2234  039B  0245               	subwf	___fldiv@rem+3,w
  2235  039C  1D03               	skipz
  2236  039D  2BA8               	goto	u1355
  2237  039E  0837               	movf	___fldiv@a+2,w
  2238  039F  0244               	subwf	___fldiv@rem+2,w
  2239  03A0  1D03               	skipz
  2240  03A1  2BA8               	goto	u1355
  2241  03A2  0836               	movf	___fldiv@a+1,w
  2242  03A3  0243               	subwf	___fldiv@rem+1,w
  2243  03A4  1D03               	skipz
  2244  03A5  2BA8               	goto	u1355
  2245  03A6  0835               	movf	___fldiv@a,w
  2246  03A7  0242               	subwf	___fldiv@rem,w
  2247  03A8                     u1355:
  2248  03A8  1C03               	skipc
  2249  03A9  2BAB               	goto	u1351
  2250  03AA  2BAC               	goto	u1350
  2251  03AB                     u1351:
  2252  03AB  2BBB               	goto	l1218
  2253  03AC                     u1350:
  2254  03AC                     l1214:
  2255  03AC  174C               	bsf	___fldiv@grs+3,6
  2256  03AD                     l1216:
  2257  03AD  0835               	movf	___fldiv@a,w
  2258  03AE  02C2               	subwf	___fldiv@rem,f
  2259  03AF  0836               	movf	___fldiv@a+1,w
  2260  03B0  1C03               	skipc
  2261  03B1  0F36               	incfsz	___fldiv@a+1,w
  2262  03B2  02C3               	subwf	___fldiv@rem+1,f
  2263  03B3  0837               	movf	___fldiv@a+2,w
  2264  03B4  1C03               	skipc
  2265  03B5  0F37               	incfsz	___fldiv@a+2,w
  2266  03B6  02C4               	subwf	___fldiv@rem+2,f
  2267  03B7  0838               	movf	___fldiv@a+3,w
  2268  03B8  1C03               	skipc
  2269  03B9  0F38               	incfsz	___fldiv@a+3,w
  2270  03BA  02C5               	subwf	___fldiv@rem+3,f
  2271  03BB                     l1218:
  2272  03BB  3001               	movlw	1
  2273  03BC  00BD               	movwf	??___fldiv
  2274  03BD  083D               	movf	??___fldiv,w
  2275  03BE  07CE               	addwf	___fldiv@aexp,f
  2276  03BF                     l1220:
  2277  03BF  301A               	movlw	26
  2278  03C0  024E               	subwf	___fldiv@aexp,w
  2279  03C1  1C03               	skipc
  2280  03C2  2BC4               	goto	u1361
  2281  03C3  2BC5               	goto	u1360
  2282  03C4                     u1361:
  2283  03C4  2B75               	goto	l1202
  2284  03C5                     u1360:
  2285  03C5                     l1222:
  2286  03C5  0845               	movf	___fldiv@rem+3,w
  2287  03C6  0444               	iorwf	___fldiv@rem+2,w
  2288  03C7  0443               	iorwf	___fldiv@rem+1,w
  2289  03C8  0442               	iorwf	___fldiv@rem,w
  2290  03C9  1903               	skipnz
  2291  03CA  2BCC               	goto	u1371
  2292  03CB  2BCD               	goto	u1370
  2293  03CC                     u1371:
  2294  03CC  2BEC               	goto	l1236
  2295  03CD                     u1370:
  2296  03CD                     l1224:
  2297  03CD  1449               	bsf	___fldiv@grs,0
  2298  03CE  2BEC               	goto	l1236
  2299  03CF                     l1226:
  2300  03CF  3001               	movlw	1
  2301  03D0  00BD               	movwf	??___fldiv
  2302  03D1                     u1385:
  2303  03D1  1003               	clrc
  2304  03D2  0DB9               	rlf	___fldiv@b,f
  2305  03D3  0DBA               	rlf	___fldiv@b+1,f
  2306  03D4  0DBB               	rlf	___fldiv@b+2,f
  2307  03D5  0DBC               	rlf	___fldiv@b+3,f
  2308  03D6  0BBD               	decfsz	??___fldiv,f
  2309  03D7  2BD1               	goto	u1385
  2310  03D8                     l1228:
  2311  03D8  1FCC               	btfss	___fldiv@grs+3,7
  2312  03D9  2BDB               	goto	u1391
  2313  03DA  2BDC               	goto	u1390
  2314  03DB                     u1391:
  2315  03DB  2BDD               	goto	l1232
  2316  03DC                     u1390:
  2317  03DC                     l1230:
  2318  03DC  1439               	bsf	___fldiv@b,0
  2319  03DD                     l1232:
  2320  03DD  3001               	movlw	1
  2321  03DE  00BD               	movwf	??___fldiv
  2322  03DF                     u1405:
  2323  03DF  1003               	clrc
  2324  03E0  0DC9               	rlf	___fldiv@grs,f
  2325  03E1  0DCA               	rlf	___fldiv@grs+1,f
  2326  03E2  0DCB               	rlf	___fldiv@grs+2,f
  2327  03E3  0DCC               	rlf	___fldiv@grs+3,f
  2328  03E4  0BBD               	decfsz	??___fldiv,f
  2329  03E5  2BDF               	goto	u1405
  2330  03E6                     l1234:
  2331  03E6  30FF               	movlw	255
  2332  03E7  07C7               	addwf	___fldiv@new_exp,f
  2333  03E8  1803               	skipnc
  2334  03E9  0AC8               	incf	___fldiv@new_exp+1,f
  2335  03EA  30FF               	movlw	255
  2336  03EB  07C8               	addwf	___fldiv@new_exp+1,f
  2337  03EC                     l1236:
  2338  03EC  1FBB               	btfss	___fldiv@b+2,7
  2339  03ED  2BEF               	goto	u1411
  2340  03EE  2BF0               	goto	u1410
  2341  03EF                     u1411:
  2342  03EF  2BCF               	goto	l1226
  2343  03F0                     u1410:
  2344  03F0                     l1238:
  2345  03F0  01CE               	clrf	___fldiv@aexp
  2346  03F1                     l1240:
  2347  03F1  1FCC               	btfss	___fldiv@grs+3,7
  2348  03F2  2BF4               	goto	u1421
  2349  03F3  2BF5               	goto	u1420
  2350  03F4                     u1421:
  2351  03F4  2C11               	goto	l1248
  2352  03F5                     u1420:
  2353  03F5                     l1242:
  2354  03F5  30FF               	movlw	255
  2355  03F6  0549               	andwf	___fldiv@grs,w
  2356  03F7  00BD               	movwf	??___fldiv
  2357  03F8  30FF               	movlw	255
  2358  03F9  054A               	andwf	___fldiv@grs+1,w
  2359  03FA  00BE               	movwf	??___fldiv+1
  2360  03FB  30FF               	movlw	255
  2361  03FC  054B               	andwf	___fldiv@grs+2,w
  2362  03FD  00BF               	movwf	??___fldiv+2
  2363  03FE  307F               	movlw	127
  2364  03FF  054C               	andwf	___fldiv@grs+3,w
  2365  0400  00C0               	movwf	??___fldiv+3
  2366  0401  0840               	movf	??___fldiv+3,w
  2367  0402  043F               	iorwf	??___fldiv+2,w
  2368  0403  043E               	iorwf	??___fldiv+1,w
  2369  0404  043D               	iorwf	??___fldiv,w
  2370  0405  1903               	skipnz
  2371  0406  2C08               	goto	u1431
  2372  0407  2C09               	goto	u1430
  2373  0408                     u1431:
  2374  0408  2C0C               	goto	l489
  2375  0409                     u1430:
  2376  0409                     l1244:
  2377  0409  01CE               	clrf	___fldiv@aexp
  2378  040A  0ACE               	incf	___fldiv@aexp,f
  2379  040B  2C11               	goto	l1248
  2380  040C                     l489:
  2381  040C  1C39               	btfss	___fldiv@b,0
  2382  040D  2C0F               	goto	u1441
  2383  040E  2C10               	goto	u1440
  2384  040F                     u1441:
  2385  040F  2C11               	goto	l1248
  2386  0410                     u1440:
  2387  0410  2C09               	goto	l1244
  2388  0411                     l1248:
  2389  0411  084E               	movf	___fldiv@aexp,w
  2390  0412  1903               	btfsc	3,2
  2391  0413  2C15               	goto	u1451
  2392  0414  2C16               	goto	u1450
  2393  0415                     u1451:
  2394  0415  2C47               	goto	l1258
  2395  0416                     u1450:
  2396  0416                     l1250:
  2397  0416  3001               	movlw	1
  2398  0417  07B9               	addwf	___fldiv@b,f
  2399  0418  3000               	movlw	0
  2400  0419  1803               	skipnc
  2401  041A  3001               	movlw	1
  2402  041B  07BA               	addwf	___fldiv@b+1,f
  2403  041C  3000               	movlw	0
  2404  041D  1803               	skipnc
  2405  041E  3001               	movlw	1
  2406  041F  07BB               	addwf	___fldiv@b+2,f
  2407  0420  3000               	movlw	0
  2408  0421  1803               	skipnc
  2409  0422  3001               	movlw	1
  2410  0423  07BC               	addwf	___fldiv@b+3,f
  2411  0424                     l1252:
  2412  0424  1C3C               	btfss	___fldiv@b+3,0
  2413  0425  2C27               	goto	u1461
  2414  0426  2C28               	goto	u1460
  2415  0427                     u1461:
  2416  0427  2C47               	goto	l1258
  2417  0428                     u1460:
  2418  0428                     l1254:
  2419  0428  0839               	movf	___fldiv@b,w
  2420  0429  00BD               	movwf	??___fldiv
  2421  042A  083A               	movf	___fldiv@b+1,w
  2422  042B  00BE               	movwf	??___fldiv+1
  2423  042C  083B               	movf	___fldiv@b+2,w
  2424  042D  00BF               	movwf	??___fldiv+2
  2425  042E  083C               	movf	___fldiv@b+3,w
  2426  042F  00C0               	movwf	??___fldiv+3
  2427  0430  3001               	movlw	1
  2428  0431  00C1               	movwf	??___fldiv+4
  2429  0432                     u1475:
  2430  0432  0D40               	rlf	??___fldiv+3,w
  2431  0433  0CC0               	rrf	??___fldiv+3,f
  2432  0434  0CBF               	rrf	??___fldiv+2,f
  2433  0435  0CBE               	rrf	??___fldiv+1,f
  2434  0436  0CBD               	rrf	??___fldiv,f
  2435  0437                     u1470:
  2436  0437  0BC1               	decfsz	??___fldiv+4,f
  2437  0438  2C32               	goto	u1475
  2438  0439  0840               	movf	??___fldiv+3,w
  2439  043A  00BC               	movwf	___fldiv@b+3
  2440  043B  083F               	movf	??___fldiv+2,w
  2441  043C  00BB               	movwf	___fldiv@b+2
  2442  043D  083E               	movf	??___fldiv+1,w
  2443  043E  00BA               	movwf	___fldiv@b+1
  2444  043F  083D               	movf	??___fldiv,w
  2445  0440  00B9               	movwf	___fldiv@b
  2446  0441                     l1256:
  2447  0441  3001               	movlw	1
  2448  0442  07C7               	addwf	___fldiv@new_exp,f
  2449  0443  1803               	skipnc
  2450  0444  0AC8               	incf	___fldiv@new_exp+1,f
  2451  0445  3000               	movlw	0
  2452  0446  07C8               	addwf	___fldiv@new_exp+1,f
  2453  0447                     l1258:
  2454  0447  0848               	movf	___fldiv@new_exp+1,w
  2455  0448  3A80               	xorlw	128
  2456  0449  00FF               	movwf	btemp+1
  2457  044A  3080               	movlw	128
  2458  044B  027F               	subwf	btemp+1,w
  2459  044C  1D03               	skipz
  2460  044D  2C50               	goto	u1485
  2461  044E  30FF               	movlw	255
  2462  044F  0247               	subwf	___fldiv@new_exp,w
  2463  0450                     u1485:
  2464  0450  1C03               	skipc
  2465  0451  2C53               	goto	u1481
  2466  0452  2C54               	goto	u1480
  2467  0453                     u1481:
  2468  0453  2C62               	goto	l1262
  2469  0454                     u1480:
  2470  0454                     l1260:
  2471  0454  30FF               	movlw	255
  2472  0455  1283               	bcf	3,5	;RP0=0, select bank0
  2473  0456  1303               	bcf	3,6	;RP1=0, select bank0
  2474  0457  00C7               	movwf	___fldiv@new_exp
  2475  0458  3000               	movlw	0
  2476  0459  00C8               	movwf	___fldiv@new_exp+1
  2477  045A  3000               	movlw	0
  2478  045B  00BC               	movwf	___fldiv@b+3
  2479  045C  3000               	movlw	0
  2480  045D  00BB               	movwf	___fldiv@b+2
  2481  045E  3000               	movlw	0
  2482  045F  00BA               	movwf	___fldiv@b+1
  2483  0460  3000               	movlw	0
  2484  0461  00B9               	movwf	___fldiv@b
  2485  0462                     l1262:
  2486  0462  1283               	bcf	3,5	;RP0=0, select bank0
  2487  0463  1303               	bcf	3,6	;RP1=0, select bank0
  2488  0464  0848               	movf	___fldiv@new_exp+1,w
  2489  0465  3A80               	xorlw	128
  2490  0466  00FF               	movwf	btemp+1
  2491  0467  3080               	movlw	128
  2492  0468  027F               	subwf	btemp+1,w
  2493  0469  1D03               	skipz
  2494  046A  2C6D               	goto	u1495
  2495  046B  3001               	movlw	1
  2496  046C  0247               	subwf	___fldiv@new_exp,w
  2497  046D                     u1495:
  2498  046D  1803               	skipnc
  2499  046E  2C70               	goto	u1491
  2500  046F  2C71               	goto	u1490
  2501  0470                     u1491:
  2502  0470  2C7E               	goto	l495
  2503  0471                     u1490:
  2504  0471                     l1264:
  2505  0471  1283               	bcf	3,5	;RP0=0, select bank0
  2506  0472  1303               	bcf	3,6	;RP1=0, select bank0
  2507  0473  01C7               	clrf	___fldiv@new_exp
  2508  0474  01C8               	clrf	___fldiv@new_exp+1
  2509  0475                     l1266:
  2510  0475  3000               	movlw	0
  2511  0476  00BC               	movwf	___fldiv@b+3
  2512  0477  3000               	movlw	0
  2513  0478  00BB               	movwf	___fldiv@b+2
  2514  0479  3000               	movlw	0
  2515  047A  00BA               	movwf	___fldiv@b+1
  2516  047B  3000               	movlw	0
  2517  047C  00B9               	movwf	___fldiv@b
  2518  047D                     l1268:
  2519  047D  01C6               	clrf	___fldiv@sign
  2520  047E                     l495:
  2521  047E  1283               	bcf	3,5	;RP0=0, select bank0
  2522  047F  1303               	bcf	3,6	;RP1=0, select bank0
  2523  0480  0847               	movf	___fldiv@new_exp,w
  2524  0481  00BD               	movwf	??___fldiv
  2525  0482  083D               	movf	??___fldiv,w
  2526  0483  00CD               	movwf	___fldiv@bexp
  2527  0484                     l1270:
  2528  0484  1C4D               	btfss	___fldiv@bexp,0
  2529  0485  2C87               	goto	u1501
  2530  0486  2C88               	goto	u1500
  2531  0487                     u1501:
  2532  0487  2C8A               	goto	l1274
  2533  0488                     u1500:
  2534  0488                     l1272:
  2535  0488  17BB               	bsf	___fldiv@b+2,7
  2536  0489  2C8E               	goto	l497
  2537  048A                     l1274:
  2538  048A  307F               	movlw	127
  2539  048B  00BD               	movwf	??___fldiv
  2540  048C  083D               	movf	??___fldiv,w
  2541  048D  05BB               	andwf	___fldiv@b+2,f
  2542  048E                     l497:
  2543  048E  084D               	movf	___fldiv@bexp,w
  2544  048F  00BD               	movwf	??___fldiv
  2545  0490  1003               	clrc
  2546  0491  0C3D               	rrf	??___fldiv,w
  2547  0492  00BE               	movwf	??___fldiv+1
  2548  0493  083E               	movf	??___fldiv+1,w
  2549  0494  00BC               	movwf	___fldiv@b+3
  2550  0495  0846               	movf	___fldiv@sign,w
  2551  0496  00BD               	movwf	??___fldiv
  2552  0497  083D               	movf	??___fldiv,w
  2553  0498  04BC               	iorwf	___fldiv@b+3,f
  2554  0499  2B32               	goto	l1182
  2555  049A                     l475:
  2556  049A  0008               	return
  2557  049B                     __end_of___fldiv:
  2558                           
  2559                           	psect	text5
  2560  007D                     __ptext5:	
  2561 ;; *************** function _ADC_readChannel *****************
  2562 ;; Defined at:
  2563 ;;		line 15 in file "ldr_sensor.c"
  2564 ;; Parameters:    Size  Location     Type
  2565 ;;  channel         2    0[BANK0 ] unsigned int 
  2566 ;; Auto vars:     Size  Location     Type
  2567 ;;		None
  2568 ;; Return value:  Size  Location     Type
  2569 ;;                  4    0[BANK0 ] unsigned int 
  2570 ;; Registers used:
  2571 ;;		wreg, status,2, status,0, btemp+1, pclath, cstack
  2572 ;; Tracked objects:
  2573 ;;		On entry : 0/0
  2574 ;;		On exit  : 0/0
  2575 ;;		Unchanged: 0/0
  2576 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
  2577 ;;      Params:         0       4       0       0       0
  2578 ;;      Locals:         0       0       0       0       0
  2579 ;;      Temps:          0       2       0       0       0
  2580 ;;      Totals:         0       6       0       0       0
  2581 ;;Total ram usage:        6 bytes
  2582 ;; Hardware stack levels used: 1
  2583 ;; Hardware stack levels required when called: 1
  2584 ;; This function calls:
  2585 ;;		___xxtofl
  2586 ;; This function is called by:
  2587 ;;		_main
  2588 ;; This function uses a non-reentrant model
  2589 ;;
  2590                           
  2591                           
  2592                           ;psect for function _ADC_readChannel
  2593  007D                     _ADC_readChannel:
  2594  007D                     l1102:	
  2595                           ;incstack = 0
  2596                           ; Regs used in _ADC_readChannel: [wreg+status,2+status,0+btemp+1+pclath+cstack]
  2597                           
  2598                           
  2599                           ;ldr_sensor.c: 16:     if(channel > 13){
  2600  007D  3000               	movlw	0
  2601  007E  1283               	bcf	3,5	;RP0=0, select bank0
  2602  007F  1303               	bcf	3,6	;RP1=0, select bank0
  2603  0080  0221               	subwf	ADC_readChannel@channel+1,w
  2604  0081  300E               	movlw	14
  2605  0082  1903               	skipnz
  2606  0083  0220               	subwf	ADC_readChannel@channel,w
  2607  0084  1C03               	skipc
  2608  0085  2887               	goto	u1121
  2609  0086  2888               	goto	u1120
  2610  0087                     u1121:
  2611  0087  2891               	goto	l1108
  2612  0088                     u1120:
  2613  0088                     l1104:
  2614                           
  2615                           ;ldr_sensor.c: 17:         return 0;
  2616  0088  3000               	movlw	0
  2617  0089  00A3               	movwf	?_ADC_readChannel+3
  2618  008A  3000               	movlw	0
  2619  008B  00A2               	movwf	?_ADC_readChannel+2
  2620  008C  3000               	movlw	0
  2621  008D  00A1               	movwf	?_ADC_readChannel+1
  2622  008E  3000               	movlw	0
  2623  008F  00A0               	movwf	?_ADC_readChannel
  2624  0090  28DB               	goto	l25
  2625  0091                     l1108:
  2626                           
  2627                           ;ldr_sensor.c: 19:     ADCON0 &= 0xC5;
  2628  0091  30C5               	movlw	197
  2629  0092  00A4               	movwf	??_ADC_readChannel
  2630  0093  0824               	movf	??_ADC_readChannel,w
  2631  0094  059F               	andwf	31,f	;volatile
  2632                           
  2633                           ;ldr_sensor.c: 20:     ADCON0 |= channel << 3;
  2634  0095  0820               	movf	ADC_readChannel@channel,w	;volatile
  2635  0096  00A4               	movwf	??_ADC_readChannel
  2636  0097  3002               	movlw	2
  2637  0098                     u1135:
  2638  0098  1003               	clrc
  2639  0099  0DA4               	rlf	??_ADC_readChannel,f
  2640  009A  3EFF               	addlw	-1
  2641  009B  1D03               	skipz
  2642  009C  2898               	goto	u1135
  2643  009D  1003               	clrc
  2644  009E  0D24               	rlf	??_ADC_readChannel,w
  2645  009F  00A5               	movwf	??_ADC_readChannel+1
  2646  00A0  0825               	movf	??_ADC_readChannel+1,w
  2647  00A1  049F               	iorwf	31,f	;volatile
  2648  00A2                     l1110:
  2649                           
  2650                           ;ldr_sensor.c: 21:     _delay((unsigned long)((2)*(8000000/4000.0)));
  2651  00A2  3006               	movlw	6
  2652  00A3  1283               	bcf	3,5	;RP0=0, select bank0
  2653  00A4  1303               	bcf	3,6	;RP1=0, select bank0
  2654  00A5  00A5               	movwf	??_ADC_readChannel+1
  2655  00A6  302F               	movlw	47
  2656  00A7  00A4               	movwf	??_ADC_readChannel
  2657  00A8                     u1897:
